STT,key,id,day,start,count,room,teacher,class,member,name,weight,week
261,CN332,H01,5,2,4,101HA5,,18T7A5,40,Tin học ứng dụng - Kỹ thuật 2,2,12**567890**********
262,CN332,M04,4,6,3,MT3/CN,,TN19T7F1,40,Tin học ứng dụng - Kỹ thuật 2,2,12**5678901234567***
263,CN333,01,5,3,3,206/C2,,CN333001,60,Hóa học chất rắn,3,12**5678901234567***
264,CN335,01,7,1,2,105/A3,,CN335001,80,Quy hoạch đô thị,2,12**5678901234567***
265,CN337,01,5,6,2,301/CN,,CN337001,80,Luật xây dựng,2,12**5678901234567***
266,CN337,H01,7,6,4,111/HA,,17T2A5,40,Luật xây dựng,2,12**567890**********
267,CN339,01,0,0,0,,,CN339001,100,Luận văn tốt nghiệp - TC,10,12**5678901234567***
268,CN340,01,2,1,3,104/A3,,CN340001,60,Quản lý sản xuất công nghiệp,3,12**5678901234567***
269,CN340,02,7,3,3,102/KL,,CN340002,60,Quản lý sản xuất công nghiệp,3,12**5678901234567***
270,CN341,01,6,6,3,102/KL,,CN341001,60,Matlab và Labview,3,12**5678901234567***
271,CN341,02,4,6,3,208/C2,,CN341002,70,Matlab và Labview,3,12**5678901234567***
272,CN343,01,3,3,3,103/B1,,CN343001,90,Đàn hồi ứng dụng và phương pháp phần tử hữu hạn,3,12**5678901234567***
273,CN343,02,4,3,3,103/B1,,CN343002,90,Đàn hồi ứng dụng và phương pháp phần tử hữu hạn,3,12**5678901234567***
274,CN343,H01,5,6,3,103/HA,,17T2A5,40,Đàn hồi ứng dụng và phương pháp phần tử hữu hạn,3,12**567890**********
275,CN343,H01,2,6,3,301HA6,,17T2A5,40,Đàn hồi ứng dụng và phương pháp phần tử hữu hạn,3,12**567890**********
276,CN344,01,6,6,2,305/C1,,CN344001,60,Bệnh học công trình,2,12**5678901234567***
277,CN346,01,2,1,2,302/D1,,CN346001,90,Giải pháp nền móng hợp lý,2,12**5678901234567***
278,CN346,02,3,4,2,301/DB,,CN346002,90,Giải pháp nền móng hợp lý,2,12**5678901234567***
279,CN346,H01,3,2,4,301HA5,,18T7A5,40,Giải pháp nền móng hợp lý,2,12**567890**********
280,CN347,01,7,1,2,304/C1,,CN347001,80,Nhà nhiều tầng,2,12**5678901234567***
281,CN348,01,4,1,2,304/C1,,CN348001,60,Tin học trong quản lý dự Án xây dựng,2,12**5678901234567***
282,CN348,H01,5,2,4,201HA5,,17T2A5,40,Tin học trong quản lý dự Án xây dựng,2,12**567890**********
283,CN348,H01,3,2,4,301HA6,,17T2A5,40,Tin học trong quản lý dự Án xây dựng,2,12**567890**********
284,CN349,01,5,6,2,302/CN,,CN349001,90,Kết cấu bê-tông công trình dân dụng,2,12**5678901234567***
285,CN349,02,5,8,2,302/CN,,CN349002,90,Kết cấu bê-tông công trình dân dụng,2,12**5678901234567***
286,CN349,03,5,1,2,304/C1,,CN349003,90,Kết cấu bê-tông công trình dân dụng,2,12**5678901234567***
287,CN349,H01,3,6,4,103/HA,,18T7A5,60,Kết cấu bê-tông công trình dân dụng,2,**********1234567***
288,CN357,01,0,0,0,,,CN357001,100,Tiểu luận tốt nghiệp - XDDD,4,12**5678901234567***
289,CN357,H01,0,0,0,,,17T2A5,20,Tiểu luận tốt nghiệp - XDDD,4,12**5678901234567***
290,CN358,01,0,0,0,,,CN358001,160,Luận văn tốt nghiệp - XDDD,10,12**5678901234567***
291,CN358,H01,0,0,0,,,17T2A5,40,Luận văn tốt nghiệp - XDDD,10,12**5678901234567***
292,CN366,01,5,4,2,209/C2,,CN366001,60,Thi công cầu,2,12**5678901234567***
293,CN371,01,0,0,0,,,CN371001,60,Thí nghiệm đường ô tô,1,12**5678901234567***
294,CN379,01,6,1,3,207/B1,,CN379001,90,Cấu tạo động cơ đốt trong,3,12**5678901234567***
295,CN383,01,0,0,0,,,CN383001,100,Tiểu luận tốt nghiệp - XDCĐ,4,12**5678901234567***
296,CN384,01,0,0,0,,,CN384001,100,Luận văn tốt nghiệp - XDCĐ,10,12**5678901234567***
297,CN385,01,5,8,2,202/C2,,CN385001,60,Ăn mòn kim loại,2,12**5678901234567***
298,CN387,01,6,6,3,104/A3,,CN387001,60,Công nghệ chế tạo máy 1,3,12**5678901234567***
299,CN387,02,2,1,3,309/CN,,CN387002,60,Công nghệ chế tạo máy 1,3,12**5678901234567***
300,CN388,01,3,1,2,209/B1,,CN388001,90,Công nghệ chế tạo máy 2,2,12**5678901234567***
301,CN389,01,4,6,3,XUONG,,CN389001,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
302,CN389,01,2,1,4,XUONG,,CN389001,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
303,CN389,01,6,1,4,XUONG,,CN389001,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
304,CN390,01,2,6,2,307/CN,,CN390001,70,Công nghệ và thiết bị tạo phôi,2,12**5678901234567***
305,CN391,01,3,8,2,301/CN,,CN391001,90,Công nghệ chế tạo khuôn mẫu,2,12**5678901234567***
306,CN392,01,2,3,3,103/A3,,CN392001,90,"CAD, CAM, CNC",3,12**5678901234567***
307,CN392,02,4,3,3,208/B1,,CN392002,90,"CAD, CAM, CNC",3,12**5678901234567***
308,CN393,01,3,1,2,305/C1,,CN393001,60,Các phương pháp gia công đặc biệt,2,12**5678901234567***
309,CN394,01,5,1,2,110/A3,,CN394001,60,Tự động hóa sản xuất công nghiệp,2,12**5678901234567***
310,CN394,02,3,1,2,110/A3,,CN394002,60,Tự động hóa sản xuất công nghiệp,2,12**5678901234567***
311,CN395,01,3,1,4,XUONG,,CN395001,100,TT. Công nghệ kim loại - CTM,4,12**5678901234567***
312,CN395,01,7,1,4,XUONG,,CN395001,100,TT. Công nghệ kim loại - CTM,4,12**5678901234567***
313,CN395,01,5,1,4,XUONG,,CN395001,100,TT. Công nghệ kim loại - CTM,4,12**5678901234567***
314,CN401,01,3,6,2,110/A3,,CN401001,60,Dao động cơ học,2,12**5678901234567***
315,CN403,01,5,6,2,303/CN,,CN403001,60,Quá trình và thiết bị công nghiệp,2,12**5678901234567***
316,CN405,01,6,1,2,104/B1,,CN405001,60,Vật liệu phi kim loại,2,12**5678901234567***
317,CN406,01,5,4,2,208/KH,,CN406001,60,PLC,2,12**5678901234567***
318,CN407,01,3,6,2,104/KH,,CN407001,60,Quy hoạch công nghiệp,2,12**5678901234567***
319,CN408,01,2,8,2,308/CN,,CN408001,60,Quản lý sản xuất công nghiệp,2,12**5678901234567***
320,CN411,01,4,1,2,110/A3,,CN411001,60,Thiết kế dụng cụ cắt,2,12**5678901234567***
321,CN413,01,5,8,2,301/CN,,CN413001,90,Tạo mẫu nhanh,2,12**5678901234567***
322,CN414,01,6,1,2,209/B1,,CN414001,80,Quản lý kỹ thuật bảo trì công nghiệp,2,12**5678901234567***
323,CN414,02,4,1,2,309/CN,,CN414002,80,Quản lý kỹ thuật bảo trì công nghiệp,2,12**5678901234567***
324,CN416,01,3,6,2,103/B1,,CN416001,60,Thiết kế hệ thống cơ điện tử,2,12**5678901234567***
325,CN419,01,6,6,2,103MTN,,CN419571,60,Công nghệ sản xuất sạch,2,12**5678901234567***
326,CN420,01,3,6,2,205/C2,,CN420001,60,Công nghệ phục hồi chi tiết máy,2,12**5678901234567***
327,CN422,01,4,1,2,307/CN,,CN422001,60,Mạng điện,2,12**5678901234567***
328,CN423,01,0,0,0,,,CN423001,100,Tiểu luận tốt nghiệp - CKCTM,4,12**5678901234567***
329,CN424,01,0,0,0,,,CN424001,100,Luận văn tốt nghiệp - CKCTM,10,12**5678901234567***
330,CN425,01,4,6,3,105/A3,,CN425001,60,Vật liệu và công nghệ kim loại,3,12**5678901234567***
331,CN425,02,3,3,3,305/C1,,CN425002,60,Vật liệu và công nghệ kim loại,3,12**5678901234567***
332,CN427,01,0,0,0,,,CN427001,100,TT. Máy và thiết bị chế biến thực phẩm,1,12**5678901234567***
333,CN429,01,0,0,0,,,CN429001,100,TT. Máy và thiết bị chế biến lương thực,1,12**5678901234567***
334,CN442,01,6,6,2,210/B1,,CN442001,80,Điện công nghiệp,2,12**5678901234567***
335,CN442,02,6,8,2,210/B1,,CN442002,60,Điện công nghiệp,2,12**5678901234567***
336,CN448,01,4,4,2,303/CN,,CN448001,60,Máy thu hoạch,2,12**5678901234567***
337,CN449,01,2,1,2,305/D1,,CN449001,60,Kinh tế kỹ thuật,2,12**5678901234567***
338,CN451,01,0,0,0,,,CN451001,100,Luận văn tốt nghiệp - CKCB,10,12**5678901234567***
339,CN457,01,2,3,3,103/B1,,CN457001,90,Trang bị điện và điện tử trên ô tô - máy kéo,3,12**5678901234567***
340,CN463,01,5,1,2,210/B1,,CN463001,60,Khảo nghiệm và kiểm định ô tô,2,12**5678901234567***
341,CN467,01,3,8,2,205/C2,,CN467001,60,Kỹ thuật sử dụng và khai thác ôtô,2,12**5678901234567***
342,CN472,01,7,1,2,305/C1,,CN472001,60,Công nghệ lắp ráp ô tô,2,12**5678901234567***
343,CN473,01,2,6,2,303/CN,,CN473001,60,Kỹ thuật nâng chuyển,2,12**5678901234567***
344,CN475,01,0,0,0,,,CN475001,100,Luận văn tốt nghiệp,10,12**5678901234567***
345,CN476,01,0,0,0,,,CN476001,100,Tiểu luận tốt nghiệp - Cơ điện tử,4,12**5678901234567***
346,CN477,01,0,0,0,,,CN477001,100,Luận văn tốt nghiệp - Cơ điện tử,10,12**5678901234567***
347,CN481,01,3,1,2,206/C2,,CN481001,60,Máy gieo trồng và chăm sóc,2,12**5678901234567***
348,CN482,01,7,1,2,301/CN,,CN482001,70,Máy công cụ,2,12**5678901234567***
349,CN482,02,4,1,2,104/B1,,CN482002,80,Máy công cụ,2,12**5678901234567***
350,CN484,01,3,6,2,105/A3,,CN484001,60,Thiết kế trang bị công nghệ,2,12**5678901234567***
351,CN488,01,4,6,2,MT1/CN,,CN488001,60,Tin học ứng dụng - CNHH,2,12**5678901234567***
352,CN489,01,5,1,3,207/B1,,CN489001,90,Cơ sở thiết kế máy và thiết bị hóa học,3,12**5678901234567***
353,CN490,01,0,0,0,,,CN490001,100,Đồ án chuyên ngành - CNHH,2,12**5678901234567***
354,CN491,01,0,0,0,,,CN491001,100,Đồ án quá trình và thiết bị CNHH,2,12**5678901234567***
355,CN494,01,3,6,2,308/CN,,CN494001,60,Công nghệ hóa hương liệu,2,12**5678901234567***
356,CN495,01,6,4,2,306/C1,,CN495001,60,Công nghệ hóa mỹ phẩm,2,12**5678901234567***
357,CN497,01,2,4,2,105/C1,,CN497001,60,Kỹ thuật sản xuất vật liệu Silicat,2,12**5678901234567***
358,CN500,01,5,3,3,103/A3,,CN500001,90,Cơ học ứng dụng,3,12**5678901234567***
359,CN501,01,6,6,3,HTR/KL,,CN501001,60,Máy điện 1,3,12**5678901234567***
360,CN502,01,7,1,3,105/C1,,CN502001,60,Máy điện 2,3,12**5678901234567***
361,CN502,02,2,1,3,HTR/KL,,CN502002,60,Máy điện 2,3,12**5678901234567***
362,CN505,01,6,8,2,110/A3,,CN505001,60,Tổ chức thi công - CĐ,2,12**5678901234567***
363,CN507,01,0,0,0,,,CN507001,100,Báo cáo chuyên đề - XD,2,12**5678901234567***
364,CN508,01,0,0,0,,,CN508001,100,Đồ án kết cấu bê-tông - TC,2,12**5678901234567***
365,CN509,01,0,0,0,,,CN509001,100,Đồ án thủy lực công trình,2,12**5678901234567***
366,CN510,01,0,0,0,,,CN510001,100,Đồ án nền móng công trình,2,12**5678901234567***
367,CN510,H01,0,0,0,,,18T7A5,60,Đồ án nền móng công trình,2,12**5678901234567***
368,CN511,01,0,0,0,,,CN511001,100,Đồ án thi công công trình thủy lợi,2,12**5678901234567***
369,CN512,01,0,0,0,,,CN512001,100,Đồ án thủy công,2,12**5678901234567***
370,CN513,01,0,0,0,,,CN513001,100,Đồ án máy bơm và trạm bơm,2,12**5678901234567***
371,CN514,01,2,6,3,105/B1,,CN514001,70,Quản lý dự án xây dựng,3,12**5678901234567***
372,CN514,02,6,1,3,HTR/DB,,CN514002,80,Quản lý dự án xây dựng,3,12**5678901234567***
373,CN515,01,0,0,0,,,CN515001,100,Đồ án cấp thoát nước,2,12**5678901234567***
374,CN516,01,0,0,0,,,CN516001,100,Đồ án thiết kế hệ thống cơ điện tử,2,12**5678901234567***
375,CN518,01,0,0,0,,,CN518001,100,Đồ án hệ thống điện,2,12**5678901234567***
376,CN520,01,0,0,0,,,CN520001,100,Báo cáo chuyên đề Kỹ thuật điện,2,12**5678901234567***
377,CN521,01,0,0,0,,,CN521001,140,Đồ án kết cấu bê-tông,2,12**5678901234567***
378,CN521,H01,0,0,0,,,17T2A5,20,Đồ án kết cấu bê-tông,2,12**5678901234567***
379,CN522,01,0,0,0,,,CN522001,140,Đồ án kết cấu thép,2,12**5678901234567***
380,CN522,H01,0,0,0,,,17T2A5,20,Đồ án kết cấu thép,2,12**5678901234567***
381,CN523,01,0,0,0,,,CN523001,140,Đồ án thi công,2,12**5678901234567***
382,CN523,H01,0,0,0,,,17T2A5,20,Đồ án thi công,2,12**5678901234567***
383,CN525,01,0,0,0,,,CN525001,100,Đồ án quản lý dự án công nghiệp,2,12**5678901234567***
384,CN526,01,0,0,0,,,CN526001,100,Đồ án thiết kế vị trí và mặt bằng,2,12**5678901234567***
385,CN527,01,0,0,0,,,CN527001,100,Đồ án quản lý kỹ thuật bảo trì công nghiệp,2,12**5678901234567***
386,CN528,01,0,0,0,,,CN528001,100,Đồ án mô hình hóa và mô phỏng các hệ thống công nghiệp,2,12**5678901234567***
387,CN529,01,0,0,0,,,CN529001,100,Đồ án công nghệ chế tạo máy,2,12**5678901234567***
388,CN530,01,0,0,0,,,CN530001,100,Đồ án máy và thiết bị chế biến,2,12**5678901234567***
389,CN531,01,5,8,2,103/C1,,CN531001,60,Kết cấu thép - CĐ,2,12**5678901234567***
390,CN534,01,0,0,0,,,CN534001,100,Đồ án nền móng công trình - CĐ,2,12**5678901234567***
391,CN537,01,0,0,0,,,CN537001,100,Đồ án thi công cầu,2,12**5678901234567***
392,CN538,01,0,0,0,,,CN538001,100,Đồ án thi công đường,2,12**5678901234567***
393,CN539,01,0,0,0,,,CN539001,100,Thực tập ngành nghề - CĐ,2,12**5678901234567***
394,CN541,01,0,0,0,,,CN541001,100,Đồ án ô tô,2,12**5678901234567***
395,CN542,01,5,3,3,302/CN,,CN542001,90,Kinh tế kỹ thuật,3,12**5678901234567***
396,CN542,02,6,3,3,103/A3,,CN542002,90,Kinh tế kỹ thuật,3,12**5678901234567***
397,CN543,01,3,3,3,307/CN,,CN543001,80,Quản trị nguồn nhân lực,3,12**5678901234567***
398,CN544,01,0,0,0,,,CN544001,140,Đồ án cơ học máy,2,12**5678901234567***
399,CN545,01,7,1,3,104/C1,,CN545001,90,Quản lý chất lượng tổng thể,3,12**5678901234567***
400,CN545,02,7,6,3,201/C1,,CN545002,90,Quản lý chất lượng tổng thể,3,12**5678901234567***
401,CN546,01,7,1,2,303/C1,,CN546001,60,Sản xuất tinh gọn,2,12**5678901234567***
402,CN547,01,5,6,2,210/B1,,CN547001,80,Tin học ứng dụng nâng cao - QLCN,2,12**5678901234567***
403,CN548,01,5,3,3,309/CN,,CN548001,90,Đo lường và thiết kế công việc,3,12**5678901234567***
404,CN548,02,3,3,3,309/CN,,CN548002,90,Đo lường và thiết kế công việc,3,12**5678901234567***
405,CN549,01,2,1,3,105/B1,,CN549001,90,Quản lý vật tư - tồn kho,3,12**5678901234567***
406,CN550,01,2,1,3,201/MT,,CN550001,80,Quản lý chuỗi cung Ứng và hậu cần,3,12**5678901234567***
407,CN550,02,4,6,3,208/B1,,CN550002,80,Quản lý chuỗi cung Ứng và hậu cần,3,12**5678901234567***
408,CN551,01,7,3,3,303/C1,,CN551001,60,Kỹ thuật điều độ trong sản xuất và dịch vụ,3,12**5678901234567***
409,CN552,01,2,6,2,303/C1,,CN552001,70,Phương pháp nghiên cứu và viết báo cáo khoa học,2,12**5678901234567***
410,CN552,02,7,6,2,108/C1,,CN552002,70,Phương pháp nghiên cứu và viết báo cáo khoa học,2,12**5678901234567***
411,CN552,03,6,4,2,103/C1,,CN552003,60,Phương pháp nghiên cứu và viết báo cáo khoa học,2,12**5678901234567***
412,CN552,04,2,1,2,103/B1,,CN552004,60,Phương pháp nghiên cứu và viết báo cáo khoa học,2,12**5678901234567***
413,CN552,H01,5,2,3,101HA6,,19T7A5,40,Phương pháp nghiên cứu và viết báo cáo khoa học,2,12**567890**********
414,CN552,H01,6,2,3,301HA6,,19T7A5,40,Phương pháp nghiên cứu và viết báo cáo khoa học,2,12**567890**********
415,CN552,M01,7,4,2,CLC2CN,,TN18T5F1,40,Phương pháp nghiên cứu và viết báo cáo khoa học,2,12**5678901234567***
416,CN555,01,2,3,3,110/A3,,CN555001,60,Hệ thống máy và thiết bị lạnh,3,12**5678901234567***
417,CN561,01,7,3,3,304/C1,,CN561001,90,Truyền khối - CNHH,3,12**5678901234567***
418,CN562,01,5,6,2,103/B1,,CN562001,70,Hóa lý: Động học và điện hóa học,2,12**5678901234567***
419,CN562,02,5,8,2,210/B1,,CN562002,70,Hóa lý: Động học và điện hóa học,2,12**5678901234567***
420,CN563,01,5,3,3,103/B1,,CN563001,90,Thiết kế và phân tích thí nghiệm,3,12**5678901234567***
421,CN563,02,3,3,3,104/B1,,CN563002,90,Thiết kế và phân tích thí nghiệm,3,12**5678901234567***
422,CN563,03,4,6,3,103/B1,,CN563003,90,Thiết kế và phân tích thí nghiệm,3,12**5678901234567***
423,CN564,01,3,6,3,210/B1,,CN564001,70,Các phương pháp phân tích hiện đại-CNHH,3,12**5678901234567***
424,CN564,02,5,6,3,209/B1,,CN564002,70,Các phương pháp phân tích hiện đại-CNHH,3,12**5678901234567***
425,CN565,01,0,0,0,,,CN565001,100,TT. Các phương pháp phân tích hiện đại-CNHH,1,12**5678901234567***
426,CN566,01,7,3,3,104/A3,,CN566001,70,Lý thuyết ô tô,3,12**5678901234567***
427,CN566,02,5,6,3,309/CN,,CN566002,70,Lý thuyết ô tô,3,12**5678901234567***
428,CN567,01,7,3,3,305/C1,,CN567001,60,Cấu tạo ô tô máy kéo,3,12**5678901234567***
429,CN567,02,4,6,3,205/C2,,CN567002,60,Cấu tạo ô tô máy kéo,3,12**5678901234567***
430,CN568,01,6,6,3,209/B1,,CN568001,60,Lý thuyết tính toán và thiết kế động cơ đốt trong,3,12**5678901234567***
431,CN569,01,0,0,0,,,CN569001,100,Đồ án thiết kế động cơ đốt trong,2,12**5678901234567***
432,CN570,01,7,3,3,110/A3,,CN570001,60,Kỹ thuật sửa chữa máy,3,12**5678901234567***
433,CN570,02,6,3,3,305/C1,,CN570002,60,Kỹ thuật sửa chữa máy,3,12**5678901234567***
434,CN571,01,5,3,3,308/CN,,CN571001,80,Thiết kế ô tô,3,12**5678901234567***
435,CN572,01,0,0,0,,,CN572001,100,"Thực tập trang bị điện, điện tử trên ô tô - máy kéo",2,12**5678901234567***
436,CN573,01,0,0,0,,,CN573001,100,Thực tập sửa chữa động cơ,4,12**5678901234567***
437,CN574,01,0,0,0,,,CN574001,100,Thực tập sửa chữa ô tô,3,12**5678901234567***
438,CN577,01,2,1,3,205/C2,,CN577001,60,Quy hoạch giao thông,3,12**5678901234567***
439,CN578,01,3,1,3,208/C2,,CN578001,60,Kỹ thuật số - CĐT,3,12**5678901234567***
440,CN579,01,4,6,3,307/CN,,CN579001,70,Điều khiển logic có thể lập trình (PLC),3,12**5678901234567***
441,CN579,02,5,3,3,307/CN,,CN579002,70,Điều khiển logic có thể lập trình (PLC),3,12**5678901234567***
442,CN580,01,2,3,3,104/B1,,CN580001,90,Lý thuyết điều khiển hiện đại,3,12**5678901234567***
443,CN581,01,6,6,3,109/B1,,CN581001,90,Kỹ thuật vi điều khiển,3,12**5678901234567***
444,CN581,02,2,1,3,208/C2,,CN581002,90,Kỹ thuật vi điều khiển,3,12**5678901234567***
445,CN581,03,6,1,3,105/C2,,CN581003,60,Kỹ thuật vi điều khiển,3,12**5678901234567***
446,CN582,01,6,3,3,204/B1,,CN582001,90,Cơ cấu chấp hành cơ điện tử,3,12**5678901234567***
447,CS102,01,6,1,3,101/DB,,CS102661,70,Sinh học phân tử,3,12**5678901234567***
448,CS102,02,3,1,3,405/TS,,CS102662,70,Sinh học phân tử,3,12**5678901234567***
449,CS103,01,7,1,4,PTN-PT,,CS103661,70,TT. Sinh học phân tử,1,12**5678901234567***
450,CS103,02,7,6,4,PTN-PT,,CS103662,70,TT. Sinh học phân tử,1,12**5678901234567***
451,CS104,01,3,8,2,204/DB,,CS104661,60,Vi sinh học công nghiệp,2,12**5678901234567***
452,CS105,01,0,0,0,,,CS105661,60,TT. Vi sinh học công nghiệp,1,12**5678901234567***
453,CS106,01,6,8,2,301/TS,,CS106661,50,Vi sinh học môi trường,2,12**5678901234567***
454,CS107,01,0,0,0,,,CS107661,50,TT. Vi sinh học môi trường,1,12**5678901234567***
455,CS108,01,3,8,2,101/DB,,CS108661,90,Virus học đại cương,2,12**5678901234567***
456,CS109,01,2,4,2,101/DB,,CS109661,75,Phương pháp nghiên cứu khoa học - CNSH,2,12**5678901234567***
457,CS109,02,4,1,2,405/TS,,CS109662,75,Phương pháp nghiên cứu khoa học - CNSH,2,12**5678901234567***
458,CS109,03,3,1,2,501/TS,,CS109663,75,Phương pháp nghiên cứu khoa học - CNSH,2,12**5678901234567***
459,CS110,01,2,1,3,101/DB,,CS110661,70,Anh văn chuyên ngành - CNSH,2,12**5678901234567***
460,CS110,02,4,1,3,101/DB,,CS110662,70,Anh văn chuyên ngành - CNSH,2,12**5678901234567***
461,CS111,01,6,4,2,102/NN,,CS111111,40,Vi sinh học đại cương B,2,12**5678901234567***
462,CS112,01,3,3,3,101/DB,,CS112661,70,Vi sinh học đại cương,3,12**5678901234567***
463,CS112,02,2,6,3,501/TS,,CS112082,70,Vi sinh học đại cương,3,12**5678901234567***
464,CS112,E01,2,8,2,211/B1,,2082A1,90,Vi sinh học đại cương,3,12**567890123***7***
465,CS112,E01,3,8,2,211/B1,,2082A1,90,Vi sinh học đại cương,3,12**567890123***7***
466,CS112,E02,3,6,2,211/B1,,2082A2,80,Vi sinh học đại cương,3,12**567890123***7***
467,CS112,E02,2,6,2,211/B1,,2082A2,80,Vi sinh học đại cương,3,12**567890123***7***
468,CS113,01,5,1,4,PTN-VS,,CS113661,70,TT. Vi sinh học đại cương,1,12**5678901234567***
469,CS113,02,0,0,0,,,CS113082,70,TT. Vi sinh học đại cương,1,12**5678901234567***
470,CS114,01,6,6,3,101/DB,,CS114661,90,Sinh hóa,3,12**5678901234567***
471,CS114,02,4,6,3,101/DB,,CS114662,90,Sinh hóa,3,12**5678901234567***
472,CS114,03,5,1,3,101/DB,,CS114663,90,Sinh hóa,3,12**5678901234567***
473,CS115,01,7,1,4,PTN-SH,,CS115661,90,TT. Sinh hóa,1,12**5678901234567***
474,CS115,02,7,6,4,PTN-SH,,CS115662,90,TT. Sinh hóa,1,12**5678901234567***
475,CS115,03,4,1,4,PTN-SH,,CS115663,90,TT. Sinh hóa,1,12**5678901234567***
476,CS118,01,3,6,2,101/DB,,CS118661,90,Phương pháp phân tích vi sinh vật,2,12**5678901234567***
477,CS118,02,7,4,2,101/DB,,CS118662,90,Phương pháp phân tích vi sinh vật,2,12**5678901234567***
478,CS118,03,6,4,2,101/DB,,CS118663,90,Phương pháp phân tích vi sinh vật,2,12**5678901234567***
